Overriding config with config/gpt3-small-like-12b32b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'GPT3-small-like12block32batch'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 12 # rough estimate  of the number of tokens in a sentence
block_size = 32 #estimate of the number of lines in a pop song

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.0

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,592,704 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 1113: loss 4.4477, time 114.99ms, mfu 0.81%
iter 1114: loss 4.9560, time 114.99ms, mfu 0.81%
iter 1115: loss 4.6522, time 109.16ms, mfu 0.81%
iter 1116: loss 4.8958, time 115.91ms, mfu 0.81%
iter 1117: loss 4.9771, time 117.36ms, mfu 0.81%
iter 1118: loss 4.5572, time 114.65ms, mfu 0.80%
iter 1119: loss 6.0136, time 116.75ms, mfu 0.80%
iter 1120: loss 4.6661, time 116.85ms, mfu 0.80%
iter 1121: loss 5.2828, time 116.60ms, mfu 0.80%
iter 1122: loss 4.8655, time 109.17ms, mfu 0.80%
iter 1123: loss 5.6198, time 113.08ms, mfu 0.80%
iter 1124: loss 4.9311, time 112.27ms, mfu 0.81%
iter 1125: loss 4.8616, time 116.84ms, mfu 0.80%
iter 1126: loss 4.9029, time 112.90ms, mfu 0.80%
iter 1127: loss 4.8161, time 110.39ms, mfu 0.81%
iter 1128: loss 4.8589, time 113.07ms, mfu 0.81%
iter 1129: loss 5.1587, time 109.76ms, mfu 0.81%
iter 1130: loss 5.2411, time 111.86ms, mfu 0.81%
iter 1131: loss 5.1156, time 111.90ms, mfu 0.81%
iter 1132: loss 5.2856, time 116.68ms, mfu 0.81%
iter 1133: loss 4.9416, time 111.57ms, mfu 0.81%
iter 1134: loss 5.2870, time 114.39ms, mfu 0.81%
iter 1135: loss 5.1554, time 116.17ms, mfu 0.81%
iter 1136: loss 4.7375, time 114.91ms, mfu 0.81%
iter 1137: loss 5.1564, time 108.77ms, mfu 0.81%
iter 1138: loss 5.5123, time 111.63ms, mfu 0.81%
iter 1139: loss 5.1116, time 110.87ms, mfu 0.81%
iter 1140: loss 4.7015, time 110.93ms, mfu 0.81%
iter 1141: loss 4.8994, time 112.84ms, mfu 0.81%
iter 1142: loss 4.2706, time 111.52ms, mfu 0.82%
iter 1143: loss 4.7384, time 116.02ms, mfu 0.81%
iter 1144: loss 4.8489, time 115.23ms, mfu 0.81%
iter 1145: loss 4.7953, time 109.70ms, mfu 0.81%
iter 1146: loss 5.0446, time 108.38ms, mfu 0.82%
iter 1147: loss 5.3168, time 113.27ms, mfu 0.82%
iter 1148: loss 4.9000, time 111.05ms, mfu 0.82%
iter 1149: loss 5.2591, time 112.54ms, mfu 0.82%
iter 1150: loss 5.6125, time 114.05ms, mfu 0.82%
iter 1151: loss 4.8530, time 116.75ms, mfu 0.81%
iter 1152: loss 4.7357, time 114.22ms, mfu 0.81%
iter 1153: loss 6.1927, time 115.74ms, mfu 0.81%
iter 1154: loss 5.1940, time 112.83ms, mfu 0.81%
iter 1155: loss 4.5474, time 111.10ms, mfu 0.81%
iter 1156: loss 4.9359, time 113.30ms, mfu 0.81%
iter 1157: loss 5.3042, time 112.92ms, mfu 0.81%
iter 1158: loss 4.6987, time 114.63ms, mfu 0.81%
iter 1159: loss 5.1435, time 115.40ms, mfu 0.81%
iter 1160: loss 4.9897, time 112.30ms, mfu 0.81%
iter 1161: loss 4.7693, time 110.14ms, mfu 0.81%
iter 1162: loss 5.2325, time 115.85ms, mfu 0.81%
iter 1163: loss 4.9256, time 113.12ms, mfu 0.81%
iter 1164: loss 5.3337, time 110.85ms, mfu 0.81%
iter 1165: loss 5.3710, time 111.12ms, mfu 0.81%
iter 1166: loss 4.9000, time 110.53ms, mfu 0.81%
iter 1167: loss 4.9707, time 111.21ms, mfu 0.82%
iter 1168: loss 5.3647, time 112.75ms, mfu 0.82%
iter 1169: loss 5.3222, time 110.29ms, mfu 0.82%
iter 1170: loss 5.1254, time 111.23ms, mfu 0.82%
iter 1171: loss 4.9112, time 115.31ms, mfu 0.82%
iter 1172: loss 4.5143, time 116.99ms, mfu 0.81%
iter 1173: loss 4.8597, time 111.95ms, mfu 0.81%
iter 1174: loss 4.8856, time 116.05ms, mfu 0.81%
iter 1175: loss 4.7116, time 115.64ms, mfu 0.81%
iter 1176: loss 4.3760, time 108.03ms, mfu 0.81%
iter 1177: loss 5.1920, time 111.80ms, mfu 0.81%
iter 1178: loss 5.4579, time 117.24ms, mfu 0.81%
iter 1179: loss 4.9109, time 117.27ms, mfu 0.81%
iter 1180: loss 5.3929, time 111.68ms, mfu 0.81%
iter 1181: loss 5.3303, time 115.18ms, mfu 0.81%
iter 1182: loss 5.2291, time 116.20ms, mfu 0.81%
iter 1183: loss 5.1752, time 110.47ms, mfu 0.81%
iter 1184: loss 4.8822, time 108.48ms, mfu 0.81%
iter 1185: loss 5.0840, time 109.50ms, mfu 0.81%
iter 1186: loss 5.0852, time 114.02ms, mfu 0.81%
iter 1187: loss 4.8017, time 115.22ms, mfu 0.81%
iter 1188: loss 5.1235, time 116.95ms, mfu 0.81%
iter 1189: loss 4.8771, time 114.66ms, mfu 0.81%
iter 1190: loss 4.7477, time 116.59ms, mfu 0.81%
iter 1191: loss 5.1773, time 111.89ms, mfu 0.81%
iter 1192: loss 4.6535, time 108.93ms, mfu 0.81%
iter 1193: loss 5.2372, time 111.06ms, mfu 0.81%
iter 1194: loss 5.2261, time 110.77ms, mfu 0.81%
iter 1195: loss 5.2332, time 114.81ms, mfu 0.81%
iter 1196: loss 5.0850, time 114.54ms, mfu 0.81%
iter 1197: loss 4.7138, time 116.57ms, mfu 0.81%
iter 1198: loss 5.3643, time 112.42ms, mfu 0.81%
iter 1199: loss 5.2019, time 116.23ms, mfu 0.81%
iter 1200: loss 5.4185, time 113.22ms, mfu 0.81%
iter 1201: loss 5.1340, time 110.74ms, mfu 0.81%
iter 1202: loss 4.9632, time 110.98ms, mfu 0.81%
iter 1203: loss 5.2084, time 110.23ms, mfu 0.81%
iter 1204: loss 4.3890, time 113.45ms, mfu 0.81%
iter 1205: loss 4.4501, time 112.03ms, mfu 0.81%
iter 1206: loss 4.8377, time 117.18ms, mfu 0.81%
iter 1207: loss 4.9082, time 114.62ms, mfu 0.81%
iter 1208: loss 5.1394, time 116.78ms, mfu 0.81%
iter 1209: loss 4.5445, time 114.97ms, mfu 0.81%
iter 1210: loss 5.0529, time 110.46ms, mfu 0.81%
iter 1211: loss 4.9763, time 113.37ms, mfu 0.81%
iter 1212: loss 5.1398, time 114.49ms, mfu 0.81%
iter 1213: loss 5.1785, time 115.27ms, mfu 0.81%
iter 1214: loss 5.5432, time 107.46ms, mfu 0.81%
iter 1215: loss 5.6918, time 112.83ms, mfu 0.81%
iter 1216: loss 4.7603, time 110.70ms, mfu 0.81%
iter 1217: loss 5.0324, time 112.96ms, mfu 0.81%
iter 1218: loss 4.8566, time 116.34ms, mfu 0.81%
iter 1219: loss 5.2354, time 115.22ms, mfu 0.81%
iter 1220: loss 5.1806, time 112.35ms, mfu 0.81%
iter 1221: loss 4.6517, time 109.29ms, mfu 0.81%
iter 1222: loss 5.1348, time 115.88ms, mfu 0.81%
iter 1223: loss 4.7412, time 111.50ms, mfu 0.81%
iter 1224: loss 5.2308, time 115.88ms, mfu 0.81%
iter 1225: loss 4.7814, time 115.62ms, mfu 0.81%
iter 1226: loss 4.9458, time 116.10ms, mfu 0.81%
iter 1227: loss 5.3891, time 112.79ms, mfu 0.81%
iter 1228: loss 5.0475, time 116.57ms, mfu 0.80%
iter 1229: loss 4.6260, time 113.51ms, mfu 0.81%
iter 1230: loss 4.5818, time 108.68ms, mfu 0.81%
iter 1231: loss 4.7929, time 115.26ms, mfu 0.81%
iter 1232: loss 4.8575, time 116.73ms, mfu 0.81%
iter 1233: loss 5.0797, time 113.28ms, mfu 0.81%
iter 1234: loss 5.5091, time 111.81ms, mfu 0.81%
iter 1235: loss 4.5786, time 116.45ms, mfu 0.81%
iter 1236: loss 5.5518, time 113.86ms, mfu 0.81%
iter 1237: loss 4.7735, time 110.33ms, mfu 0.81%
iter 1238: loss 4.7372, time 111.71ms, mfu 0.81%
iter 1239: loss 4.5076, time 110.18ms, mfu 0.81%
iter 1240: loss 5.3244, time 114.59ms, mfu 0.81%
iter 1241: loss 4.9054, time 116.30ms, mfu 0.81%
iter 1242: loss 5.4487, time 115.29ms, mfu 0.81%
iter 1243: loss 4.9725, time 113.12ms, mfu 0.81%
iter 1244: loss 4.8904, time 117.23ms, mfu 0.80%
iter 1245: loss 5.2220, time 109.72ms, mfu 0.81%
iter 1246: loss 5.2846, time 111.12ms, mfu 0.81%
iter 1247: loss 5.2759, time 111.24ms, mfu 0.81%
iter 1248: loss 4.7907, time 108.47ms, mfu 0.81%
iter 1249: loss 4.8265, time 115.38ms, mfu 0.81%
step 1250: train loss 5.0984, val loss 4.8362
saving checkpoint to out
iter 1250: loss 4.7629, time 5571.00ms, mfu 0.73%
iter 1251: loss 5.2010, time 134.29ms, mfu 0.73%
iter 1252: loss 4.8572, time 139.50ms, mfu 0.72%
iter 1253: loss 4.5430, time 110.91ms, mfu 0.73%
iter 1254: loss 4.6696, time 110.26ms, mfu 0.74%
iter 1255: loss 5.0752, time 116.10ms, mfu 0.75%
iter 1256: loss 4.9563, time 117.17ms, mfu 0.75%
iter 1257: loss 5.3007, time 112.68ms, mfu 0.76%
iter 1258: loss 5.2306, time 117.32ms, mfu 0.76%
iter 1259: loss 4.5127, time 111.21ms, mfu 0.77%
iter 1260: loss 5.2559, time 113.35ms, mfu 0.77%
iter 1261: loss 5.3910, time 109.34ms, mfu 0.78%
iter 1262: loss 4.9591, time 115.76ms, mfu 0.78%
iter 1263: loss 4.0023, time 116.95ms, mfu 0.78%
iter 1264: loss 5.6629, time 115.12ms, mfu 0.78%
iter 1265: loss 5.2662, time 116.65ms, mfu 0.78%
iter 1266: loss 5.1787, time 114.50ms, mfu 0.78%
iter 1267: loss 4.7908, time 117.51ms, mfu 0.78%
iter 1268: loss 4.9768, time 109.85ms, mfu 0.79%
iter 1269: loss 5.3464, time 112.58ms, mfu 0.79%
iter 1270: loss 5.2633, time 110.25ms, mfu 0.79%
iter 1271: loss 4.8440, time 116.58ms, mfu 0.79%
iter 1272: loss 5.0877, time 115.60ms, mfu 0.79%
iter 1273: loss 5.4800, time 117.45ms, mfu 0.79%
iter 1274: loss 4.4813, time 115.54ms, mfu 0.79%
iter 1275: loss 5.3965, time 112.34ms, mfu 0.80%
iter 1276: loss 5.1793, time 116.64ms, mfu 0.79%
iter 1277: loss 4.9245, time 110.98ms, mfu 0.80%
iter 1278: loss 5.0961, time 114.21ms, mfu 0.80%
iter 1279: loss 4.5471, time 116.67ms, mfu 0.80%
iter 1280: loss 4.5822, time 112.77ms, mfu 0.80%
iter 1281: loss 4.9287, time 115.59ms, mfu 0.80%
iter 1282: loss 5.3265, time 107.76ms, mfu 0.80%
iter 1283: loss 5.0792, time 111.00ms, mfu 0.81%
iter 1284: loss 5.0534, time 111.28ms, mfu 0.81%
iter 1285: loss 4.9473, time 111.40ms, mfu 0.81%
iter 1286: loss 5.0573, time 111.24ms, mfu 0.81%
iter 1287: loss 5.0231, time 111.89ms, mfu 0.81%
iter 1288: loss 4.5437, time 116.90ms, mfu 0.81%
iter 1289: loss 5.1622, time 113.12ms, mfu 0.81%
iter 1290: loss 4.8455, time 110.46ms, mfu 0.81%
iter 1291: loss 4.5614, time 111.69ms, mfu 0.81%
iter 1292: loss 4.7464, time 111.32ms, mfu 0.81%
iter 1293: loss 4.6537, time 113.08ms, mfu 0.81%
iter 1294: loss 5.4350, time 117.34ms, mfu 0.81%
iter 1295: loss 5.4037, time 112.49ms, mfu 0.81%
iter 1296: loss 5.2759, time 114.99ms, mfu 0.81%
iter 1297: loss 5.6812, time 116.33ms, mfu 0.81%
iter 1298: loss 4.4756, time 115.32ms, mfu 0.81%
iter 1299: loss 5.1988, time 115.33ms, mfu 0.80%
iter 1300: loss 5.1944, time 112.78ms, mfu 0.81%
iter 1301: loss 4.5265, time 113.18ms, mfu 0.81%
iter 1302: loss 4.6796, time 117.80ms, mfu 0.80%
iter 1303: loss 5.0870, time 117.21ms, mfu 0.80%
iter 1304: loss 5.4400, time 113.15ms, mfu 0.80%
iter 1305: loss 4.5776, time 113.38ms, mfu 0.80%
iter 1306: loss 5.1462, time 110.51ms, mfu 0.81%
iter 1307: loss 4.6425, time 115.27ms, mfu 0.80%
iter 1308: loss 5.0141, time 116.20ms, mfu 0.80%
iter 1309: loss 5.0475, time 112.39ms, mfu 0.80%
iter 1310: loss 4.9580, time 116.12ms, mfu 0.80%
iter 1311: loss 4.9649, time 116.07ms, mfu 0.80%
iter 1312: loss 5.1438, time 114.91ms, mfu 0.80%
iter 1313: loss 5.1937, time 116.59ms, mfu 0.80%
iter 1314: loss 5.0932, time 114.75ms, mfu 0.80%
iter 1315: loss 5.0135, time 117.09ms, mfu 0.80%
iter 1316: loss 5.4930, time 115.39ms, mfu 0.80%
iter 1317: loss 5.1371, time 115.81ms, mfu 0.80%
iter 1318: loss 5.6273, time 111.63ms, mfu 0.80%
iter 1319: loss 5.8587, time 116.21ms, mfu 0.80%
iter 1320: loss 5.1500, time 116.24ms, mfu 0.80%
iter 1321: loss 4.9386, time 115.81ms, mfu 0.80%
iter 1322: loss 5.4104, time 116.12ms, mfu 0.80%
iter 1323: loss 5.4304, time 115.64ms, mfu 0.80%
iter 1324: loss 5.1676, time 116.40ms, mfu 0.80%
iter 1325: loss 5.7713, time 115.11ms, mfu 0.80%
iter 1326: loss 4.8278, time 117.23ms, mfu 0.79%
iter 1327: loss 5.0260, time 117.49ms, mfu 0.79%
iter 1328: loss 4.8043, time 115.36ms, mfu 0.79%
iter 1329: loss 5.3654, time 114.79ms, mfu 0.79%
iter 1330: loss 4.6675, time 117.34ms, mfu 0.79%
iter 1331: loss 4.4273, time 117.07ms, mfu 0.79%
iter 1332: loss 4.6492, time 113.35ms, mfu 0.79%
iter 1333: loss 5.6231, time 114.75ms, mfu 0.79%
iter 1334: loss 5.2445, time 114.13ms, mfu 0.79%
iter 1335: loss 4.7620, time 116.17ms, mfu 0.79%
iter 1336: loss 4.3692, time 116.22ms, mfu 0.79%
iter 1337: loss 4.9255, time 115.17ms, mfu 0.79%
iter 1338: loss 5.5177, time 112.39ms, mfu 0.80%
iter 1339: loss 4.9370, time 113.37ms, mfu 0.80%
iter 1340: loss 5.2636, time 117.39ms, mfu 0.80%
iter 1341: loss 5.1116, time 116.20ms, mfu 0.80%
iter 1342: loss 5.3121, time 116.05ms, mfu 0.79%
iter 1343: loss 4.8085, time 115.62ms, mfu 0.79%
iter 1344: loss 5.1371, time 115.84ms, mfu 0.79%
iter 1345: loss 5.0286, time 115.58ms, mfu 0.79%
iter 1346: loss 5.1937, time 112.51ms, mfu 0.80%
iter 1347: loss 4.9406, time 115.69ms, mfu 0.80%
iter 1348: loss 5.0426, time 116.31ms, mfu 0.80%
iter 1349: loss 4.4225, time 115.56ms, mfu 0.79%
iter 1350: loss 4.9837, time 115.73ms, mfu 0.79%
iter 1351: loss 4.9999, time 116.63ms, mfu 0.79%
iter 1352: loss 4.8087, time 112.36ms, mfu 0.80%
iter 1353: loss 5.4816, time 116.24ms, mfu 0.80%
iter 1354: loss 5.0267, time 115.21ms, mfu 0.80%
iter 1355: loss 5.2169, time 115.76ms, mfu 0.80%
iter 1356: loss 4.9507, time 116.22ms, mfu 0.79%
iter 1357: loss 5.2011, time 116.47ms, mfu 0.79%
iter 1358: loss 4.8694, time 116.71ms, mfu 0.79%
iter 1359: loss 4.8395, time 117.09ms, mfu 0.79%
iter 1360: loss 5.0669, time 115.24ms, mfu 0.79%
iter 1361: loss 5.2304, time 115.12ms, mfu 0.79%
iter 1362: loss 5.2888, time 116.55ms, mfu 0.79%
iter 1363: loss 4.6836, time 114.23ms, mfu 0.79%
iter 1364: loss 4.5532, time 108.61ms, mfu 0.80%
iter 1365: loss 4.8474, time 116.28ms, mfu 0.80%
iter 1366: loss 4.4649, time 113.52ms, mfu 0.80%
iter 1367: loss 4.6477, time 114.52ms, mfu 0.80%
iter 1368: loss 4.8511, time 116.77ms, mfu 0.80%
iter 1369: loss 4.8062, time 113.38ms, mfu 0.80%
iter 1370: loss 4.8132, time 113.22ms, mfu 0.80%
iter 1371: loss 4.6120, time 116.57ms, mfu 0.80%
iter 1372: loss 4.8847, time 112.69ms, mfu 0.80%
iter 1373: loss 5.2227, time 113.74ms, mfu 0.80%
iter 1374: loss 4.7103, time 116.02ms, mfu 0.80%
iter 1375: loss 4.3661, time 115.28ms, mfu 0.80%
iter 1376: loss 5.2790, time 116.54ms, mfu 0.80%
iter 1377: loss 5.0016, time 115.15ms, mfu 0.80%
iter 1378: loss 4.9057, time 110.11ms, mfu 0.80%
iter 1379: loss 4.9142, time 111.38ms, mfu 0.80%
iter 1380: loss 5.0597, time 113.82ms, mfu 0.80%
iter 1381: loss 4.6597, time 117.37ms, mfu 0.80%
iter 1382: loss 5.6195, time 113.56ms, mfu 0.80%
iter 1383: loss 4.7451, time 115.73ms, mfu 0.80%
iter 1384: loss 5.6072, time 115.82ms, mfu 0.80%
iter 1385: loss 4.5634, time 109.97ms, mfu 0.80%
iter 1386: loss 5.2291, time 110.55ms, mfu 0.81%
iter 1387: loss 5.0401, time 111.46ms, mfu 0.81%
iter 1388: loss 5.2968, time 114.02ms, mfu 0.81%
iter 1389: loss 4.5338, time 115.74ms, mfu 0.81%
iter 1390: loss 4.6235, time 114.87ms, mfu 0.81%
iter 1391: loss 5.0106, time 115.67ms, mfu 0.80%
iter 1392: loss 4.4884, time 116.02ms, mfu 0.80%
iter 1393: loss 4.8596, time 112.34ms, mfu 0.80%
iter 1394: loss 4.8496, time 111.16ms, mfu 0.81%
iter 1395: loss 5.1277, time 115.03ms, mfu 0.81%
iter 1396: loss 4.9626, time 116.02ms, mfu 0.80%
iter 1397: loss 5.5193, time 116.39ms, mfu 0.80%
iter 1398: loss 5.4795, time 115.69ms, mfu 0.80%
iter 1399: loss 5.0722, time 114.97ms, mfu 0.80%
iter 1400: loss 4.5267, time 113.69ms, mfu 0.80%
iter 1401: loss 4.8417, time 115.35ms, mfu 0.80%
iter 1402: loss 5.0082, time 116.75ms, mfu 0.80%
iter 1403: loss 4.4656, time 115.40ms, mfu 0.80%
iter 1404: loss 4.8578, time 114.76ms, mfu 0.80%
iter 1405: loss 4.7681, time 116.44ms, mfu 0.80%
iter 1406: loss 4.6171, time 114.75ms, mfu 0.80%
iter 1407: loss 5.4052, time 114.25ms, mfu 0.80%
iter 1408: loss 5.2223, time 115.00ms, mfu 0.80%
iter 1409: loss 4.6341, time 115.82ms, mfu 0.80%
iter 1410: loss 4.5902, time 114.00ms, mfu 0.80%
iter 1411: loss 5.3047, time 115.22ms, mfu 0.80%
iter 1412: loss 5.1318, time 115.83ms, mfu 0.80%
iter 1413: loss 4.4952, time 115.63ms, mfu 0.80%
iter 1414: loss 5.3134, time 112.20ms, mfu 0.80%
iter 1415: loss 4.3917, time 117.08ms, mfu 0.80%
iter 1416: loss 4.8828, time 114.11ms, mfu 0.80%
iter 1417: loss 5.3396, time 116.10ms, mfu 0.80%
iter 1418: loss 5.0952, time 113.54ms, mfu 0.80%
iter 1419: loss 4.9832, time 112.44ms, mfu 0.80%
iter 1420: loss 4.6504, time 113.12ms, mfu 0.80%
iter 1421: loss 5.0518, time 110.21ms, mfu 0.80%
iter 1422: loss 5.4454, time 116.10ms, mfu 0.80%
iter 1423: loss 4.6548, time 113.08ms, mfu 0.80%
iter 1424: loss 5.2794, time 115.63ms, mfu 0.80%
iter 1425: loss 4.6929, time 115.68ms, mfu 0.80%
iter 1426: loss 4.7687, time 115.18ms, mfu 0.80%
iter 1427: loss 4.7746, time 114.45ms, mfu 0.80%
iter 1428: loss 5.3100, time 115.86ms, mfu 0.80%
iter 1429: loss 4.7978, time 114.61ms, mfu 0.80%
iter 1430: loss 5.2030, time 114.80ms, mfu 0.80%
iter 1431: loss 5.1137, time 113.64ms, mfu 0.80%
iter 1432: loss 5.0173, time 116.76ms, mfu 0.80%
iter 1433: loss 5.0013, time 114.36ms, mfu 0.80%
iter 1434: loss 4.9733, time 112.83ms, mfu 0.80%
iter 1435: loss 5.3025, time 116.28ms, mfu 0.80%
iter 1436: loss 5.1059, time 112.60ms, mfu 0.80%
iter 1437: loss 5.0212, time 113.25ms, mfu 0.80%
iter 1438: loss 4.8020, time 116.06ms, mfu 0.80%
iter 1439: loss 5.1250, time 112.82ms, mfu 0.80%
iter 1440: loss 5.2442, time 114.24ms, mfu 0.80%
iter 1441: loss 4.6474, time 118.23ms, mfu 0.80%
iter 1442: loss 5.3304, time 113.19ms, mfu 0.80%
iter 1443: loss 4.7365, time 109.31ms, mfu 0.80%
iter 1444: loss 5.1221, time 114.26ms, mfu 0.80%
iter 1445: loss 5.0960, time 113.95ms, mfu 0.80%
iter 1446: loss 5.0365, time 110.63ms, mfu 0.81%
iter 1447: loss 5.0698, time 116.79ms, mfu 0.80%
iter 1448: loss 4.6536, time 111.78ms, mfu 0.81%
iter 1449: loss 4.9290, time 111.22ms, mfu 0.81%
iter 1450: loss 4.8960, time 108.22ms, mfu 0.81%
iter 1451: loss 4.5803, time 113.51ms, mfu 0.81%
iter 1452: loss 4.9738, time 112.88ms, mfu 0.81%
iter 1453: loss 4.7844, time 113.00ms, mfu 0.81%
iter 1454: loss 4.8114, time 114.56ms, mfu 0.81%
iter 1455: loss 4.6876, time 111.25ms, mfu 0.81%
iter 1456: loss 4.7475, time 112.01ms, mfu 0.81%
iter 1457: loss 5.9568, time 109.61ms, mfu 0.81%
iter 1458: loss 5.3004, time 114.31ms, mfu 0.81%
iter 1459: loss 5.6284, time 110.94ms, mfu 0.81%
iter 1460: loss 5.0744, time 109.07ms, mfu 0.82%
iter 1461: loss 4.8747, time 111.67ms, mfu 0.82%
iter 1462: loss 4.9438, time 113.77ms, mfu 0.82%
iter 1463: loss 4.8514, time 110.47ms, mfu 0.82%
iter 1464: loss 4.7886, time 109.99ms, mfu 0.82%
iter 1465: loss 5.1634, time 109.74ms, mfu 0.82%
iter 1466: loss 4.6730, time 113.32ms, mfu 0.82%
iter 1467: loss 5.7249, time 112.96ms, mfu 0.82%
iter 1468: loss 5.8582, time 109.47ms, mfu 0.82%
iter 1469: loss 5.2729, time 113.02ms, mfu 0.82%
iter 1470: loss 4.9834, time 109.91ms, mfu 0.82%
iter 1471: loss 4.9579, time 112.52ms, mfu 0.82%
iter 1472: loss 5.2017, time 112.26ms, mfu 0.82%
iter 1473: loss 5.0320, time 116.21ms, mfu 0.82%
iter 1474: loss 5.4173, time 113.71ms, mfu 0.82%
iter 1475: loss 5.8742, time 112.67ms, mfu 0.82%
iter 1476: loss 5.7500, time 112.93ms, mfu 0.82%
iter 1477: loss 5.1911, time 115.95ms, mfu 0.81%
iter 1478: loss 4.7270, time 112.30ms, mfu 0.81%
iter 1479: loss 5.1354, time 110.52ms, mfu 0.82%
iter 1480: loss 5.1147, time 110.10ms, mfu 0.82%
iter 1481: loss 4.6626, time 110.08ms, mfu 0.82%
iter 1482: loss 5.0029, time 113.10ms, mfu 0.82%
iter 1483: loss 5.2062, time 109.10ms, mfu 0.82%
iter 1484: loss 4.9771, time 108.18ms, mfu 0.82%
iter 1485: loss 4.7718, time 113.85ms, mfu 0.82%
iter 1486: loss 4.8705, time 110.60ms, mfu 0.82%
iter 1487: loss 5.2281, time 112.41ms, mfu 0.82%
iter 1488: loss 4.9206, time 111.24ms, mfu 0.82%
iter 1489: loss 5.1278, time 110.52ms, mfu 0.82%
iter 1490: loss 4.6629, time 109.69ms, mfu 0.82%
iter 1491: loss 5.7964, time 113.51ms, mfu 0.82%
iter 1492: loss 5.1532, time 109.39ms, mfu 0.82%
iter 1493: loss 4.9805, time 112.23ms, mfu 0.82%
iter 1494: loss 5.2016, time 106.85ms, mfu 0.83%
iter 1495: loss 4.5288, time 109.52ms, mfu 0.83%
iter 1496: loss 4.7505, time 115.02ms, mfu 0.82%
iter 1497: loss 4.5859, time 111.77ms, mfu 0.82%
iter 1498: loss 5.4185, time 110.04ms, mfu 0.83%
iter 1499: loss 5.0433, time 111.64ms, mfu 0.82%
step 1500: train loss 4.8880, val loss 4.7513
saving checkpoint to out
iter 1500: loss 5.2930, time 5069.52ms, mfu 0.74%
iter 1501: loss 4.9791, time 130.74ms, mfu 0.74%
iter 1502: loss 4.2774, time 121.09ms, mfu 0.74%
iter 1503: loss 4.7732, time 111.94ms, mfu 0.75%
iter 1504: loss 4.9092, time 111.04ms, mfu 0.76%
iter 1505: loss 5.2821, time 112.91ms, mfu 0.76%
iter 1506: loss 4.6727, time 113.50ms, mfu 0.77%
iter 1507: loss 5.4227, time 112.29ms, mfu 0.77%
iter 1508: loss 4.2758, time 115.15ms, mfu 0.77%
iter 1509: loss 5.2736, time 110.37ms, mfu 0.78%
iter 1510: loss 4.9944, time 112.21ms, mfu 0.78%
iter 1511: loss 5.2068, time 110.85ms, mfu 0.79%
iter 1512: loss 5.2965, time 109.82ms, mfu 0.79%
iter 1513: loss 4.7726, time 109.59ms, mfu 0.80%
iter 1514: loss 4.6637, time 113.09ms, mfu 0.80%
iter 1515: loss 5.2758, time 111.21ms, mfu 0.80%
iter 1516: loss 4.9687, time 114.20ms, mfu 0.80%
iter 1517: loss 4.8099, time 113.60ms, mfu 0.80%
iter 1518: loss 4.9591, time 115.86ms, mfu 0.80%
iter 1519: loss 4.5261, time 110.97ms, mfu 0.80%
iter 1520: loss 5.1100, time 110.11ms, mfu 0.81%
iter 1521: loss 5.0649, time 109.41ms, mfu 0.81%
iter 1522: loss 4.8422, time 108.43ms, mfu 0.81%
iter 1523: loss 4.5824, time 114.85ms, mfu 0.81%
iter 1524: loss 4.5462, time 111.06ms, mfu 0.81%
iter 1525: loss 4.9430, time 109.76ms, mfu 0.82%
iter 1526: loss 4.6421, time 112.01ms, mfu 0.82%
iter 1527: loss 4.3709, time 110.42ms, mfu 0.82%
iter 1528: loss 4.8414, time 108.72ms, mfu 0.82%
iter 1529: loss 5.0685, time 114.24ms, mfu 0.82%
iter 1530: loss 5.0327, time 113.10ms, mfu 0.82%
iter 1531: loss 4.0558, time 112.85ms, mfu 0.82%
iter 1532: loss 4.8541, time 113.98ms, mfu 0.82%
iter 1533: loss 5.0445, time 114.34ms, mfu 0.81%
iter 1534: loss 4.6178, time 110.32ms, mfu 0.82%
iter 1535: loss 4.5456, time 111.24ms, mfu 0.82%
iter 1536: loss 4.8724, time 112.84ms, mfu 0.82%
iter 1537: loss 5.1669, time 109.28ms, mfu 0.82%
iter 1538: loss 4.6431, time 109.62ms, mfu 0.82%
iter 1539: loss 5.3581, time 109.72ms, mfu 0.82%
iter 1540: loss 5.2191, time 108.33ms, mfu 0.82%
